destination_name,trips
LOWES FOODS - LOWES FOODS #1261,19492.0
"Sprouts Farmers Market, Inc.",19472.0
11 Galleria,19415.0
QUIKTRIP - QUIKTRIP #1044,19415.0
Hot Topic,19408.0
SHEETZ - SHEETZ #621,19361.0
Sky Zone,19352.0
Agree Realty Corporation,19340.0
Shoreside Shopping Center,19339.0
"Tyson Foods, Inc.",19331.0
"Lincoln Center (Lincolnton, NC)",19328.0
Hampton Pointe,19219.0
Charlotte Convention Center ,19154.0
"Cloverleaf Plaza (Kannapolis, NC)",19110.0
Lincoln,19073.0
"Captain D's, LLC",19061.0
Super 8,19058.0
The Men's Wearhouse,19049.0
Vans,19036.0
Tidewater Plaza,19034.0
AAFES - AAFES,19025.0
UNITED GLOBAL FOODS US HOLDINGS INC,18991.0
MURPHY USA - MURPHY USA #7500,18991.0
LOVES - LOVES TRAVEL STOPS #412,18958.0
Forest Ridge Shopping Center,18936.0
SHEETZ - SHEETZ #472,18881.0
Catawba Valley Community College,18881.0
Shoppes at Howard's Mill,18859.0
"Cross Pointe Center (Jacksonville, NC)",18848.0
Monsanto Company,18826.0
American Job Centers,18811.0
Cadillac,18760.0
Rooms To Go Inc.,18722.0
Hilton Vineyards,18696.0
Furniture Retailers,18686.0
Fuquay Crossing,18652.0
"Nursery, Garden Center, and Farm Supply Stores",18642.0
"Unifi, Inc.",18620.0
Econo Lodge,18615.0
Caliber Collision Centers,18527.0
"Smithfield Foods, Inc.",18525.0
Cellairis,18503.0
"Marco's Franchising, LLC",18494.0
Bruegger's Bagels,18476.0
Lululemon athletica inc.,18448.0
Cherokee Reservation,18424.0
Long Leaf Mall,18424.0
CarMax Inc.,18417.0
Wal-Mart Stores Inc.,18416.0
Compare Foods Supermarkets Charlotte,18403.0
"Topgolf International, Inc.",18392.0
PetSense,18376.0
Cypress Bay Plaza,18326.0
Liberty Tax Service,18317.0
Caterpillar Inc.,18280.0
Polaris Industries,18278.0
Nothing Bundt Cakes,18274.0
QUIKTRIP - QUIKTRIP #1017,18271.0
The Shoe Department Encore,18266.0
Fleet Feet,18197.0
The VineYard Gastonia,18184.0
Surry Community College,18151.0
"Firebirds International, LLC",18100.0
O2 Fitness,18091.0
"Crossroads Plaza (Cary, NC)",18064.0
Historical Sites,18021.0
Books-a-Million,18013.0
Belmont Abbey College,18010.0
"Massage Envy Franchising, LLC",17978.0
SHEETZ - SHEETZ #411,17967.0
"Greenville Crossing (Greenville, NC)",17933.0
World Market,17927.0
Ballantyne Village,17902.0
Designer Brands Inc.,17850.0
PURE - PURE,17842.0
Brixx Wood Fired Pizza,17806.0
Spirit Halloween,17785.0
"BPS Direct, L.L.C.",17781.0
"Lowe's of Mooresville (Mooresville, NC)",17781.0
"South Park Village (Holly Springs, NC)",17781.0
Village Marketplace,17770.0
"The Trophy Case Of Jacksonville, INC",17770.0
M. C. Benton Convention Center ,17759.0
Glenn View Station,17639.0
"New Market Square (Burlington, NC)",17617.0
LOVES - LOVES TRAVEL STOPS #308,17596.0
Viva Chicken,17568.0
"Black's Tire & Auto Service, Inc.",17532.0
Gaston Mall,17476.0
"Midland Plaza (Lincolnton, NC)",17432.0
National Railroad Passenger Corporation,17416.0
"White Oaks Plaza (Spindale, NC)",17410.0
Wake Technical Community College,17378.0
La Quinta Holdings Inc.,17342.0
"Northgate Center (Fayetteville, NC)",17247.0
K&W Cafeteria,17226.0
Conover Town Center,17214.0
Lynncroft Shopping Center,17214.0
"New Market Square (Jacksonville, NC)",17171.0
"The Buckle, Inc.",17152.0
OneMain Financial,17131.0
WALMART - WALMART STORE #7243,17073.0
MOD Pizza LLC,17053.0
"P.F. Chang's China Bistro, Inc.",17043.0
New Bern Plaza,17018.0
Steele Creek Crossing,17018.0
Pembroke Marketplace,16996.0
Amazon Delivery Station,16968.0
"New Garden Crossing (Greensboro, NC)",16931.0
Marine Outfitters,16930.0
Paint and Wallpaper Retailers,16928.0
Bank of the Ozarks,16922.0
Orangetheory Fitness,16913.0
Ballantyne Commons East,16877.0
Kendra Scott Design,16867.0
FLYING J - FLYING J TRAVEL PLAZA #682,16833.0
SHEETZ - SHEETZ #597,16779.0
Carrabba's Italian Grill,16772.0
"Sportsman's Warehouse Holdings, Inc.",16757.0
Plantation Point,16757.0
University Mall,16735.0
"Target (Charlotte, NC)",16724.0
Service Corporation International,16715.0
Just Food For Dogs,16673.0
American Automobile Association,16665.0
Express Inc.,16654.0
Slane Gym,16648.0
Shoppes at Williamston,16648.0
SAMS CLUB - SAMS CLUB #4797,16638.0
Strickland Brothers 10 Minute Oil Change,16623.0
Defy Trampoline Parks,16618.0
Greensboro College,16550.0
Great Wolf Resorts,16484.0
PILOT - PILOT TRAVEL CENTERS #57,16474.0
Gaston College,16452.0
Lids Sports Group,16436.0
"Kimpton Hotel & Restaurant Group, LLC",16409.0
Johnston Community College,16408.0
Shops at Smithfield,16343.0
PILOT - PILOT #1063,16310.0
"Zumiez, Inc.",16305.0
Shoe Dept.,16283.0
The Burger Bar by Wegmans,16256.0
"Caribou Coffee Company, Inc.",16250.0
Hanesbrands Inc.,16235.0
Mooresville Festival,16190.0
"Gateway Plaza (Garner, NC)",16168.0
CosmoProf,16137.0
Bonefish Grill,16129.0
"Gymboree Group, Inc.",16104.0
Harris Crossing,16103.0
"Lowe's (Troutman, NC)",16070.0
GATE - GATE FOOD POST #417,16060.0
Which Wich Superior Sandwiches,16052.0
Corning Incorporated,15996.0
Tide Dry Cleaners,15966.0
Coastal Walk Marketplace,15961.0
Twin Lakes Center,15907.0
Fresh Foods IGA,15902.0
SAMS CLUB - SAMS CLUB #6540,15875.0
SHEETZ - SHEETZ #454,15863.0
GREAT STOPS,15821.0
Slim Chickens,15811.0
Riverbend Village,15787.0
South Hills Mall and Plaza,15733.0
Wilders Grove Shopping Center,15733.0
AMOCO - AMOCO,15723.0
Valley Corners,15722.0
"Nike, Inc.",15658.0
Jewelry Stores,15619.0
SHEETZ - SHEETZ #535,15602.0
PILOT - PILOT #7971,15559.0
SUN DO,15541.0
"New Market Shopping Center (Boone, NC)",15471.0
"CEC Entertainment, Inc.",15453.0
Carolina West Wireless,15452.0
Carquest Auto Parts,15449.0
Morrocroft Village,15428.0
"Mr. Tire, Inc.",15416.0
Aunt Bunny's Gourmet Wine Jelly,15406.0
Mayfaire Community Center,15395.0
Stanton Optical,15385.0
Mayberry Mall,15373.0
Cinemark Holdings Inc,15352.0
Hanover Center,15351.0
"Sharon Square (Charlotte, NC)",15297.0
"Best Buy (6280 Capital Blvd, Raleigh, NC)",15275.0
Club Pilates,15267.0
Lexington Realty Trust,15242.0
Epicentre,15242.0
Southside Square Shopping Center,15231.0
Hyatt Place,15182.0
Mooresville Crossing II,15177.0
"Center Pointe Plaza (Smithfield, NC)",15177.0
Mooresville Marketplace,15155.0
Silas Creek Crossing,15133.0
SecurCare Self Storage,15113.0
SHEETZ - SHEETZ #355,15102.0
"David's Bridal, LLC",15082.0
SHEETZ - SHEETZ #548,15079.0
Brevard College,15068.0
Alston Town Center,15046.0
"Walmart (Mount Olive, NC)",15046.0
"Albemarle Square (Charlotte, NC)",15035.0
MTT Resort,15024.0
"Boot Barn Holdings, Inc.",15020.0
Windsor Fashions LLC,15017.0
Johnston Square,15014.0
Wells Fargo Advisors,15000.0
SHEETZ - SHEETZ #366,14981.0
"Lakeside Plaza (Clyde, NC)",14970.0
Barton College,14970.0
Nordstrom Rack,14950.0
Skechers USA Inc.,14908.0
Clutch Coffee,14906.0
"Town Center Plaza (Charlotte, NC)",14872.0
Ben & Jerry's,14863.0
Dixie Village Shopping Center,14861.0
QUIKTRIP - QUIKTRIP #1030,14861.0
Blaze Pizza LLC,14776.0
SAMS CLUB - SAMS CLUB #4798,14764.0
Asheville Market,14763.0
"Golf Galaxy, Inc.",14745.0
Urban Outfitters Inc.,14742.0
CIRCLE K - PILOT #885-CIRCLE K,14687.0
Southern Shores Marketplace,14665.0
QUIKTRIP - QUIKTRIP #1012,14665.0
Overlook Village,14665.0
QUIKTRIP - QUIKTRIP #1042,14665.0
Qdoba Restaurant Corporation,14627.0
"Hickory Farms, LLC",14625.0
"Nursery, Garden Center, and Farm Supply Retailers",14624.0
Village Tavern,14578.0
"BJ's Restaurants, Inc.",14577.0
Old North State Winery,14567.0
Lexington Center,14545.0
Triangle East Center,14534.0
"Auntie Anne's, Inc.",14517.0
MURPHY EXPRESS - MURPHY EXPRESS #8571,14513.0
SHELL,14503.0
"Harvest Plaza (Raleigh, NC)",14469.0
SHEETZ - SHEETZ #578,14459.0
SHEETZ - SHEETZ #471,14458.0
Microtel Inn & Suites,14457.0
"Town Square Center (Monroe, NC)",14403.0
Huffman Mill Commons,14382.0
SHEETZ - SHEETZ #417,14350.0
"Lennox International, Inc.",14336.0
Surf City Crossing,14305.0
General Electric Company,14289.0
Brawley Commons,14273.0
"Gateway Marketplace (Jacksonville, NC)",14273.0
SHEETZ - SHEETZ #538,14262.0
Southern Veterinary Partners,14235.0
Park at Monroe,14196.0
Isothermal Community College,14175.0
SHEETZ - SHEETZ #571,14164.0
InTown Suites,14161.0
Berkeley Commons,14142.0
LOVES - LOVES TRAVEL STOPS #507,14120.0
Tryon Village,14066.0
WeWork,14056.0
Archdale Marketplace,14033.0
LOVES - LOVES TRAVEL STOP #667,14000.0
Burke Mill Village,13968.0
Apple Inc,13959.0
QUIKTRIP - QUIKTRIP #1025,13946.0
"Steak 'n Shake Operations, Inc.",13939.0
National Car Rental,13937.0
Cabo Winery,13924.0
Bayerische Motoren Werke Aktiengesellschaft,13919.0
SAMS CLUB - SAMS CLUB #6402,13913.0
SHEETZ - SHEETZ #483,13913.0
Citgo,13903.0
McGee's Crossing,13859.0
Salem College,13859.0
SHEETZ - SHEETZ #673,13859.0
SHEETZ - SHEETZ #495,13837.0
RACEWAY - RACEWAY #6739,13826.0
Extra Space Storage Inc.,13810.0
MURPHY EXPRESS - MURPHY EXPRESS #8553,13772.0
Forrest Oaks Shopping Center,13772.0
Hyatt House,13763.0
Rural King,13739.0
Cedar Fair,13739.0
AAA/CAA Auto Repair - Authorized Providers,13721.0
Mandarin Express,13696.0
WALMART - WALMART NEIGHBORHOOD MARKET #7315,13695.0
SHEETZ - SHEETZ #510,13685.0
"Southside Plaza (Sanford, NC)",13684.0
Jared The Galleria of Jewelry,13678.0
City Barbeque and Catering,13676.0
Union Town Center Shopping,13663.0
Johnson C Smith University,13619.0
"Ingles (Murphy, NC)",13608.0
Tommy's Express Car Wash,13588.0
Davidson County Community College,13586.0
Volkswagen AG,13583.0
"Pointe at Barclay, The",13575.0
City Electric Supply,13573.0
Bowlero Corporation,13567.0
"Hooters, Inc.",13545.0
Spring Mobile,13481.0
"Apple Hospitality REIT, Inc.",13438.0
QUIKTRIP - QUIKTRIP #1054,13434.0
"Extended Stay America, Inc.",13425.0
North Carolina Wesleyan College,13423.0
Kids Foot Locker,13416.0
Aldo Group,13394.0
"Westwood Village (Jacksonville, NC)",13390.0
SHEETZ - SHEETZ #455,13358.0
"Pet Supermarket, Inc.",13339.0
"Grove Park Plaza (Burlington, NC)",13336.0
SHEETZ - SHEETZ #511,13314.0
Bubba's,13281.0
American Massage Therapy Schools,13279.0
Donatos Pizza,13272.0
"Brook Hollow Plaza (Mebane, NC)",13270.0
Seritage Growth Properties,13260.0
TRAVELERS,13174.0
PILOT - PILOT TRAVEL CENTERS #56,13173.0
A&A Optical,13153.0
PILOT - PILOT TRAVEL CENTERS #393,13151.0
SHEETZ - SHEETZ #524,13140.0
SHEETZ - SHEETZ #490,13129.0
"Franklin Plaza (Louisburg, NC)",13129.0
Branchview Plaza,13118.0
Biggs Park Mall,13118.0
Sutters Creek Plaza,13107.0
Village Commons I,13107.0
Hickory Tree Crossing,13107.0
QUIKTRIP - QUIKTRIP #1022,13107.0
Veterinary Services,13077.0
Ruth's Chris Steak House,13068.0
MURPHY EXPRESS - MURPHY EXPRESS #8734,13064.0
Davi Nails,13053.0
Shops at Shadowline,13031.0
Roadrunner Markets,13025.0
Greenville Square,13020.0
SHEETZ - SHEETZ #397,12977.0
Motel 6,12964.0
"Ingles Market (Brevard, NC)",12954.0
Innes Street Station,12954.0
"Richmond Plaza (Rockingham, NC)",12944.0
Restaurant Depot,12890.0
Chopt Creative Salad,12880.0
University Of Mount Olive,12856.0
"Crossroads Plaza (Goldsboro, NC)",12835.0
VALERO - Valero,12791.0
F45 Training Holdings Inc.,12772.0
Akers Center,12769.0
SHEETZ - SHEETZ #623,12748.0
Wild Wing Cafe,12707.0
SHEETZ - SHEETZ #479,12693.0
Champs Sports,12685.0
FLYING J - FLYING J TRAVEL PLAZA #683,12683.0
Holly Square,12671.0
Hand and Stone Franchise Corp.,12666.0
Christenbury Corners,12660.0
REI,12652.0
Person Plaza,12649.0
Shoppes at Heritage Village,12638.0
CIRCLE K - CIRCLE K #1514,12629.0
QUIKTRIP - QUIKTRIP #1065,12628.0
QUIKTRIP - QUIKTRIP #1008,12606.0
Cape Crossing,12606.0
Broad Street Wines,12606.0
Fiat,12600.0
Wingate by Wyndham,12588.0
Raleigh Convention Center,12584.0
SHEETZ - SHEETZ #513,12584.0
Hickory Corners,12562.0
QUIKTRIP - QUIKTRIP #1031,12551.0
Carolina Hotel,12530.0
SHEETZ - SHEETZ #594,12519.0
Quick Lane Tire & Auto Center,12514.0
SHEETZ - SHEETZ #512,12486.0
"Sherwood Plaza (Winston-Salem, NC)",12475.0
Burlington Market Center,12464.0
"Lowes (Elizabeth City, NC)",12453.0
South State Bank,12450.0
"Shops at Franklin Square, The",12442.0
Queens University Of Charlotte,12410.0
Y M C A,12390.0
Baked Goods Retailers,12389.0
"Fayetteville Commons (Fayetteville, NC)",12388.0
WALMART - WALMART NEIGHBORHOOD MARKET #3456,12345.0
Port Village Shopping Center,12333.0
SHEETZ - SHEETZ #365,12333.0
"Triangle Crossroads (South Hwy 16, Denver, NC)",12333.0
Schoolhouse Commons,12312.0
SHEETZ - SHEETZ #432,12301.0
Service Properties Trust,12295.0
"Sunset Plaza (Fuquay Varina, NC)",12290.0
SHEETZ - SHEETZ #488,12279.0
Hampstead Town Center,12257.0
Merle Norman Cosmetics,12257.0
"Target (Fayetteville, NC)",12257.0
Offices of Real Estate Agents and Brokers,12249.0
Beaver Creek Commons,12246.0
Ski Shops,12239.0
PILOT - PILOT #6978,12236.0
SHEETZ - SHEETZ #414,12236.0
"Ashley Plaza (Goldsboro, NC)",12235.0
Clean Juice,12214.0
LifeWay Christian Stores,12193.0
Catawba Springs Promenade,12170.0
New Town Shopping Center,12159.0
Eyemart Express LLC,12149.0
Mint Hill Pavilion,12137.0
ARGOS USA CORP,12134.0
Piercing Pagoda,12117.0
Village at Byers Creek,12094.0
Francesca's Holdings Corporation,12074.0
Fins Car Wash,12074.0
McCullough Commons,12061.0
"European Wax Center, Inc.",12050.0
Halloween City,12029.0
AMOCO - Amoco,12018.0
"Eastgate Shopping Center (Albemarle, NC)",12017.0
"Builders FirstSource, Inc.",12003.0
New Market Plaza,11996.0
SHEETZ - SHEETZ #489,11985.0
Ingersoll-Rand plc (Ireland),11985.0
SHEETZ - SHEETZ #596,11985.0
Epic Real Estate Partners,11974.0
SHEETZ - SHEETZ #624,11964.0
SHEETZ - SHEETZ #647,11963.0
Fayetteville Technical Community College,11963.0
HOT SPOT - HOT SPOT #2025,11952.0
CIRCLE K - CIRCLE K,11952.0
Scotland Crossing Shopping Center,11952.0
Sola Salon Studios,11951.0
HomeSense,11941.0
Publix Pointe,11919.0
Stanly County Plaza,11919.0
Center Park,11919.0
WALMART - WALMART NEIGHBORHOOD MARKET #7337,11909.0
"Lowes Food Lion Target (Raleigh, NC)",11909.0
SHEETZ - SHEETZ #415,11899.0
Myrtle Grove,11898.0
Harnett Crossing,11898.0
Andy's Frozen Custard,11897.0
Emerald Plantation,11887.0
"Shops at Sun Valley, The",11865.0
Southeast Cinemas,11855.0
Cosco Warehouse,11854.0
LOVES - LOVES TRAVEL STOP #714,11854.0
Suzuki Motor Corporation,11847.0
Harris Square,11832.0
Element Dental Partners,11823.0
"Ingles Markets (Mills River, NC)",11800.0
Crumbl Cookies,11777.0
Marquee Cinemas,11755.0
Salem Station,11745.0
Crystal Coast Plaza,11745.0
PILOT - PILOT #7983,11745.0
"Market Square (Huntersville, NC)",11723.0
"Brookdale Shopping Center (Charlotte, NC)",11702.0
Oak Hollow Square,11702.0
QUIKTRIP - QUIKTRIP #1045,11702.0
LOVES - LOVES TRAVEL STOP #741,11692.0
"Palmetto Moon, LLC",11680.0
"Crown Point Shopping Center (Charlotte, NC)",11669.0
Eutaw Village,11669.0
"Alon USA Energy, Inc.",11660.0
"Old Hickory Shopping Center (N Broome St, Waxhaw, NC)",11647.0
SHEETZ - SHEETZ #611,11637.0
Lessors of Miniwarehouses and Self-Storage Units,11637.0
QUIKTRIP - QUIKTRIP #1003,11636.0
"Shops at Piper Glen, The",11636.0
Winklers Mill Shopping Center,11625.0
Cousins Properties Incorporated,11605.0
"Thomasville Commons (Thomasville, NC)",11593.0
MURPHY EXPRESS - MURPHY EXPRESS #8703,11593.0
"Magnolia Plaza (Cornelius, NC)",11582.0
Outer Banks Mall,11549.0
Village Shoppes at Sherrills Ford,11549.0
Tapestry Collection by Hilton,11530.0
RACEWAY - RACEWAY #6744,11527.0
"Ketner Center (Salisbury, NC)",11516.0
Eighty-Five Plaza,11516.0
"Washington Square Mall (Washington, NC)",11505.0
Pavilions Shopping Center,11495.0
"Southgate Plaza (Thomasville, NC)",11495.0
AMOCO,11495.0
O2 Fitness Wilmington - Mayfaire Town Center,11473.0
SUNOCO - Sunoco,11465.0
"Ingles Markets (West Jefferson, NC)",11462.0
"Westbrook Shopping Center (Burlington, NC)",11462.0
Lumberton Towne Centre,11451.0
Journeys Kidz,11443.0
HARRIS TEETER - HARRIS TEETER #498,11430.0
SHEETZ - SHEETZ #607,11429.0
EXXON - 7-ELEVEN #36076,11407.0
SHEETZ - SHEETZ #567,11397.0
Haagen-Dasz,11385.0
Caldwell Crossing Shopping Center,11375.0
Wendover Commons,11364.0
"Topsail Way Shopping Center (Sneads Ferry, NC)",11353.0
Brewer Crossing Shopping Center,11342.0
INGLES - INGLES GAS EXPRESS #133,11332.0
Northern Tool + Equipment,11323.0
QUICK SHOP,11320.0
Farmers Home Furniture,11313.0
Zoos and Botanical Gardens,11313.0
Noodles & Company,11310.0
SHEETZ - SHEETZ #504,11299.0
SHEETZ - SHEETZ #598,11299.0
Racing Tracks,11277.0
Idewild Market,11266.0
Renaissance Hotels,11234.0
SHEETZ - SHEETZ #633,11233.0
Lenoir Community College,11233.0
Cureton Town Center,11233.0
"Ameriprise Financial, Inc.",11193.0
New Market Crossing,11189.0
Dover Vineyards,11189.0
Methodist University,11179.0
North Pointe Commons,11179.0
"Centre Pointe Plaza (Albemarle, NC)",11168.0
Clarion,11162.0
EAGLES - EAGLES #4,11146.0
"Target (New Bern, NC)",11146.0
Berne Square,11135.0
"Village, The (Concord, NC)",11135.0
Cat Rental Store,11131.0
Mazda Motor Corporation,11125.0
RaceWay,11105.0
SHEETZ - SHEETZ #470,11103.0
Spring Lane Galleria,11102.0
Exxon,11092.0
Oak Ridge Commons,11091.0
5201-5219 US-70,11091.0
SHEETZ - SHEETZ #418,11081.0
America's Best Contacts & Eyeglasses,11078.0
Thermador,11042.0
"Sbarro, LLC",11038.0
"Westridge  (Rocky Mount, NC)",11037.0
Wilkes Community College,11037.0
Autograph Collection Hotels,11028.0
QUIKTRIP - QUIKTRIP #1029,11027.0
Eastway Crossing,11026.0
"Westgate Plaza (Elizabethtown, NC)",11015.0
Brennan Station,11015.0
RACEWAY - RACEWAY #6740,10993.0
Hunt Brothers Pizza,10977.0
Abercrombie & Fitch Co.,10973.0
Waterside Crossing,10950.0
STORE Capital Corporation,10940.0
SHEETZ - SHEETZ #399,10939.0
SHEETZ - SHEETZ #554,10928.0
Glensford Commons,10928.0
SHEETZ - SHEETZ #453,10928.0
INGLES - INGLES GAS EXPRESS #55,10895.0
Sunset Lake Commons,10874.0
PILOT - PILOT #6996,10874.0
CITGO - Citgo,10866.0
Clothes Mentor,10864.0
Jazzercise,10864.0
Shelby Marketplace Shopping Center,10863.0
SHEETZ - SHEETZ #564,10863.0
CorePoint Lodging Inc.,10846.0
Western Carolina University,10841.0
"Process, Physical Distribution, and Logistics Consulting Services",10833.0
Thrifty Car Rental International,10831.0
"Independence Square (Charlotte, NC)",10830.0
SHEETZ - SHEETZ #534,10808.0
"Ingles (Asheville, NC)",10808.0
Precision Tune Auto Care,10800.0
SHEETZ - SHEETZ #589,10776.0
SHEETZ - SHEETZ #380,10775.0
Potbelly Corporation,10754.0
Palm Beach Tan,10752.0
Heritage Station,10743.0
"Marketplace Mall (Winston-Salem, NC)",10732.0
Conns Inc.,10724.0
Duke Energy Corporation,10724.0
SHEETZ - SHEETZ #485,10722.0
Shoppes at Hanfield Village,10721.0
TownePlace Suites by Marriott,10715.0
Dollar Rent A Car,10711.0
"Ingles Markets (Franklin, NC)",10710.0
Palladium at Deep River,10710.0
Quaker Meadows,10710.0
"Westridge Square (Greensboro, NC)",10710.0
"Food Lion Center (Salisbury, NC)",10699.0
Bordeaux Center,10699.0
Landfall Shopping Center,10699.0
"HomeTrust Bancorp, Inc",10668.0
West Elm,10667.0
Centre Stage at Walkertown,10667.0
"Speedway Motorsports, Inc.",10667.0
McDowell Square Shopping Center,10656.0
Roses Express,10651.0
SHEETZ - SHEETZ #361,10645.0
CubeSmart,10633.0
Holly Springs Crossing,10623.0
"Huddle House, Inc.",10606.0
Coddle Creek Market,10601.0
HANDY MART - HANDY MART #166,10591.0
Southwood Square,10590.0
Fantastic Sams,10585.0
Olde Raleigh Village,10579.0
Mooresville Plaza,10568.0
Center Stage @ Lumberton,10558.0
"Ingles (Waynesville, NC)",10547.0
Kinston Plaza,10547.0
SHEETZ - SHEETZ #428,10537.0
Century 21 Real Estate LLC,10516.0
HARRIS TEETER - HARRIS TEETER #64,10514.0
Governor's Station,10492.0
Stanton Square,10492.0
SHEETZ - SHEETZ #416,10482.0
SHEETZ - SHEETZ #602,10482.0
"Highland Center (Fayetteville, NC)",10481.0
Lees-Mcrae College,10481.0
Torrence Village,10470.0
QUIKTRIP - QUIKTRIP #1021,10460.0
SHEETZ - SHEETZ #566,10460.0
Maggiano's Little Italy,10449.0
SHEETZ - SHEETZ #568,10438.0
Ridgeview Crossing,10438.0
Steelecroft Shopping Center,10416.0
Carolina Speedway,10405.0
Harrisburg Market,10405.0
Brassfield Shopping Center,10405.0
QUIKTRIP - QUIKTRIP #1028,10395.0
LA Fitness Ltd,10386.0
Adams Farm Shopping Center,10383.0
"Floor & Decor Holdings, Inc.",10375.0
